,subject,predicate,object
27537,15712849,hasBalance,126550.7
27538,15712849,hasNumberOfProducts,1
27539,15712849,hasCreditCard,False
27540,15712849,IsActiveMember,False
27541,15712849,hasChurned,True
27542,15712849,TenureOf,3
27543,15712849,hasEstimatedSalaryOf,177644.52
27544,15639077,hasCreditScoreOf,622
27545,15639077,hasGender,Female
27546,15639077,isAge,30
27547,15639077,inCountry,France
27548,15639077,hasBalance,158584.82
27549,15639077,hasNumberOfProducts,3
27550,15639077,hasCreditCard,True
27551,15639077,IsActiveMember,False
27552,15639077,hasChurned,True
27553,15639077,TenureOf,2
27554,15639077,hasEstimatedSalaryOf,142342.55
27555,15648577,hasCreditScoreOf,493
27556,15648577,hasGender,Female
27557,15648577,isAge,31
27558,15648577,inCountry,France
27559,15648577,hasBalance,0.0
27560,15648577,hasNumberOfProducts,1
27561,15648577,hasCreditCard,True
27562,15648577,IsActiveMember,True
27563,15648577,hasChurned,True
27564,15648577,TenureOf,3
27565,15648577,hasEstimatedSalaryOf,176570.28
27566,15633112,hasCreditScoreOf,681
27567,15633112,hasGender,Male
27568,15633112,isAge,42
27569,15633112,inCountry,Germany
27570,15633112,hasBalance,118199.97
27571,15633112,hasNumberOfProducts,2
27572,15633112,hasCreditCard,True
27573,15633112,IsActiveMember,False
27574,15633112,hasChurned,True
27575,15633112,TenureOf,3
27576,15633112,hasEstimatedSalaryOf,9452.88
27577,15780038,hasCreditScoreOf,756
27578,15780038,hasGender,Male
27579,15780038,isAge,38
27580,15780038,inCountry,Spain
27581,15780038,hasBalance,119208.85
27582,15780038,hasNumberOfProducts,1
27583,15780038,hasCreditCard,True
27584,15780038,IsActiveMember,False
27585,15780038,hasChurned,True
27586,15780038,TenureOf,6
27587,15780038,hasEstimatedSalaryOf,169763.89
27588,15578799,hasCreditScoreOf,625
27589,15578799,hasGender,Female
27590,15578799,isAge,58
27591,15578799,inCountry,France
27592,15578799,hasBalance,53772.73
27593,15578799,hasNumberOfProducts,1
27594,15578799,hasCreditCard,True
27595,15578799,IsActiveMember,True
27596,15578799,hasChurned,True
27597,15578799,TenureOf,10
27598,15578799,hasEstimatedSalaryOf,192072.1
27599,15586264,hasCreditScoreOf,572
27600,15586264,hasGender,Male
27601,15586264,isAge,43
27602,15586264,inCountry,France
27603,15586264,hasBalance,140431.98
27604,15586264,hasNumberOfProducts,1
27605,15586264,hasCreditCard,True
27606,15586264,IsActiveMember,False
27607,15586264,hasChurned,True
27608,15586264,TenureOf,2
27609,15586264,hasEstimatedSalaryOf,26450.57
27610,15629323,hasCreditScoreOf,617
27611,15629323,hasGender,Female
27612,15629323,isAge,37
27613,15629323,inCountry,Germany
27614,15629323,hasBalance,116471.43
27615,15629323,hasNumberOfProducts,2
27616,15629323,hasCreditCard,True
27617,15629323,IsActiveMember,False
27618,15629323,hasChurned,True
27619,15629323,TenureOf,4
27620,15629323,hasEstimatedSalaryOf,175324.74
27621,15777553,hasCreditScoreOf,659
27622,15777553,hasGender,Female
27623,15777553,isAge,56
27624,15777553,inCountry,France
27625,15777553,hasBalance,123785.24
27626,15777553,hasNumberOfProducts,1
27627,15777553,hasCreditCard,True
27628,15777553,IsActiveMember,False
27629,15777553,hasChurned,True
27630,15777553,TenureOf,9
27631,15777553,hasEstimatedSalaryOf,99504.03
27632,15622217,hasCreditScoreOf,538
27633,15622217,hasGender,Female
27634,15622217,isAge,38
27635,15622217,inCountry,France
27636,15622217,hasBalance,88758.95
27637,15622217,hasNumberOfProducts,2
27638,15622217,hasCreditCard,False
27639,15622217,IsActiveMember,False
27640,15622217,hasChurned,True
27641,15622217,TenureOf,8
27642,15622217,hasEstimatedSalaryOf,28226.15
27643,15570835,hasCreditScoreOf,491
27644,15570835,hasGender,Female
27645,15570835,isAge,57
27646,15570835,inCountry,Germany
27647,15570835,hasBalance,112044.72
27648,15570835,hasNumberOfProducts,1
27649,15570835,hasCreditCard,True
27650,15570835,IsActiveMember,True
27651,15570835,hasChurned,True
27652,15570835,TenureOf,4
27653,15570835,hasEstimatedSalaryOf,41229.73
27654,15808044,hasCreditScoreOf,580
27655,15808044,hasGender,Female
27656,15808044,isAge,65
27657,15808044,inCountry,France
27658,15808044,hasBalance,106804.26
27659,15808044,hasNumberOfProducts,3
27660,15808044,hasCreditCard,True
27661,15808044,IsActiveMember,False
27662,15808044,hasChurned,True
27663,15808044,TenureOf,9
27664,15808044,hasEstimatedSalaryOf,107890.69
27665,15684951,hasCreditScoreOf,542
27666,15684951,hasGender,Female
27667,15684951,isAge,59
27668,15684951,inCountry,France
27669,15684951,hasBalance,68892.77
27670,15684951,hasNumberOfProducts,2
27671,15684951,hasCreditCard,True
27672,15684951,IsActiveMember,False
27673,15684951,hasChurned,True
27674,15684951,TenureOf,2
27675,15684951,hasEstimatedSalaryOf,7905.06
27676,15783615,hasCreditScoreOf,630
27677,15783615,hasGender,Male
27678,15783615,isAge,50
27679,15783615,inCountry,Germany
27680,15783615,hasBalance,129370.91
27681,15783615,hasNumberOfProducts,4
27682,15783615,hasCreditCard,True
27683,15783615,IsActiveMember,True
27684,15783615,hasChurned,True
27685,15783615,TenureOf,3
27686,15783615,hasEstimatedSalaryOf,47775.34
27687,15789097,hasCreditScoreOf,644
27688,15789097,hasGender,Male
27689,15789097,isAge,48
27690,15789097,inCountry,France
27691,15789097,hasBalance,0.0
27692,15789097,hasNumberOfProducts,2
27693,15789097,hasCreditCard,False
27694,15789097,IsActiveMember,True
27695,15789097,hasChurned,True
27696,15789097,TenureOf,8
27697,15789097,hasEstimatedSalaryOf,44965.54
27698,15801265,hasCreditScoreOf,689
27699,15801265,hasGender,Female
27700,15801265,isAge,45
27701,15801265,inCountry,Spain
27702,15801265,hasBalance,57784.22
27703,15801265,hasNumberOfProducts,1
27704,15801265,hasCreditCard,True
27705,15801265,IsActiveMember,False
27706,15801265,hasChurned,True
27707,15801265,TenureOf,0
27708,15801265,hasEstimatedSalaryOf,197804.0
27709,15664543,hasCreditScoreOf,699
27710,15664543,hasGender,Male
27711,15664543,isAge,40
27712,15664543,inCountry,France
27713,15664543,hasBalance,0.0
27714,15664543,hasNumberOfProducts,1
27715,15664543,hasCreditCard,False
27716,15664543,IsActiveMember,True
27717,15664543,hasChurned,True
27718,15664543,TenureOf,7
27719,15664543,hasEstimatedSalaryOf,152876.13
27720,15582714,hasCreditScoreOf,749
27721,15582714,hasGender,Male
27722,15582714,isAge,47
27723,15582714,inCountry,Germany
27724,15582714,hasBalance,110022.74
27725,15582714,hasNumberOfProducts,1
27726,15582714,hasCreditCard,False
27727,15582714,IsActiveMember,True
27728,15582714,hasChurned,True
27729,15582714,TenureOf,9
27730,15582714,hasEstimatedSalaryOf,135655.29
27731,15621210,hasCreditScoreOf,599
27732,15621210,hasGender,Male
27733,15621210,isAge,46
27734,15621210,inCountry,Germany
27735,15621210,hasBalance,123444.72
27736,15621210,hasNumberOfProducts,1
27737,15621210,hasCreditCard,True
27738,15621210,IsActiveMember,True
27739,15621210,hasChurned,True
27740,15621210,TenureOf,9
27741,15621210,hasEstimatedSalaryOf,31368.08
27742,15724223,hasCreditScoreOf,545
27743,15724223,hasGender,Female
27744,15724223,isAge,55
27745,15724223,inCountry,France
27746,15724223,hasBalance,0.0
27747,15724223,hasNumberOfProducts,1
27748,15724223,hasCreditCard,False
27749,15724223,IsActiveMember,False
27750,15724223,hasChurned,True
27751,15724223,TenureOf,5
27752,15724223,hasEstimatedSalaryOf,10034.77
27753,15624388,hasCreditScoreOf,649
27754,15624388,hasGender,Female
27755,15624388,isAge,50
27756,15624388,inCountry,Germany
27757,15624388,hasBalance,155393.32
27758,15624388,hasNumberOfProducts,1
27759,15624388,hasCreditCard,True
27760,15624388,IsActiveMember,True
27761,15624388,hasChurned,True
27762,15624388,TenureOf,5
27763,15624388,hasEstimatedSalaryOf,87351.42
27764,15581440,hasCreditScoreOf,724
27765,15581440,hasGender,Female
27766,15581440,isAge,48
27767,15581440,inCountry,Germany
27768,15581440,hasBalance,110463.25
27769,15581440,hasNumberOfProducts,2
27770,15581440,hasCreditCard,True
27771,15581440,IsActiveMember,True
27772,15581440,hasChurned,True
27773,15581440,TenureOf,6
27774,15581440,hasEstimatedSalaryOf,80552.11
27775,15654390,hasCreditScoreOf,640
27776,15654390,hasGender,Male
27777,15654390,isAge,33
27778,15654390,inCountry,France
27779,15654390,hasBalance,154575.76
27780,15654390,hasNumberOfProducts,1
27781,15654390,hasCreditCard,True
27782,15654390,IsActiveMember,False
27783,15654390,hasChurned,True
27784,15654390,TenureOf,7
27785,15654390,hasEstimatedSalaryOf,25722.28
27786,15595728,hasCreditScoreOf,523
27787,15595728,hasGender,Male
27788,15595728,isAge,41
27789,15595728,inCountry,Germany
27790,15595728,hasBalance,119276.31
27791,15595728,hasNumberOfProducts,1
27792,15595728,hasCreditCard,False
27793,15595728,IsActiveMember,False
27794,15595728,hasChurned,True
27795,15595728,TenureOf,0
27796,15595728,hasEstimatedSalaryOf,122284.38
27797,15642345,hasCreditScoreOf,714
27798,15642345,hasGender,Female
27799,15642345,isAge,49
27800,15642345,inCountry,Germany
27801,15642345,hasBalance,93059.34
27802,15642345,hasNumberOfProducts,1
27803,15642345,hasCreditCard,True
27804,15642345,IsActiveMember,False
27805,15642345,hasChurned,True
27806,15642345,TenureOf,4
27807,15642345,hasEstimatedSalaryOf,7571.51
27808,15706163,hasCreditScoreOf,518
27809,15706163,hasGender,Male
27810,15706163,isAge,46
27811,15706163,inCountry,Germany
27812,15706163,hasBalance,113625.93
27813,15706163,hasNumberOfProducts,1
27814,15706163,hasCreditCard,False
27815,15706163,IsActiveMember,False
27816,15706163,hasChurned,True
27817,15706163,TenureOf,4
27818,15706163,hasEstimatedSalaryOf,92727.42
27819,15746708,hasCreditScoreOf,589
27820,15746708,hasGender,Male
27821,15746708,isAge,55
27822,15746708,inCountry,Germany
27823,15746708,hasBalance,119961.48
27824,15746708,hasNumberOfProducts,1
27825,15746708,hasCreditCard,True
27826,15746708,IsActiveMember,False
27827,15746708,hasChurned,True
27828,15746708,TenureOf,7
27829,15746708,hasEstimatedSalaryOf,65156.83
27830,15787907,hasCreditScoreOf,719
27831,15787907,hasGender,Female
27832,15787907,isAge,42
27833,15787907,inCountry,Germany
27834,15787907,hasBalance,137227.04
27835,15787907,hasNumberOfProducts,3
27836,15787907,hasCreditCard,True
27837,15787907,IsActiveMember,False
27838,15787907,hasChurned,True
27839,15787907,TenureOf,5
27840,15787907,hasEstimatedSalaryOf,149097.38
27841,15646764,hasCreditScoreOf,617
27842,15646764,hasGender,Female
27843,15646764,isAge,58
27844,15646764,inCountry,Germany
27845,15646764,hasBalance,119024.75
27846,15646764,hasNumberOfProducts,2
27847,15646764,hasCreditCard,True
27848,15646764,IsActiveMember,False
27849,15646764,hasChurned,True
27850,15646764,TenureOf,3
27851,15646764,hasEstimatedSalaryOf,35199.24
27852,15678284,hasCreditScoreOf,651
27853,15678284,hasGender,Male
27854,15678284,isAge,35
27855,15678284,inCountry,France
27856,15678284,hasBalance,74623.5
27857,15678284,hasNumberOfProducts,3
27858,15678284,hasCreditCard,True
27859,15678284,IsActiveMember,False
27860,15678284,hasChurned,True
27861,15678284,TenureOf,7
27862,15678284,hasEstimatedSalaryOf,129451.29
27863,15726791,hasCreditScoreOf,637
27864,15726791,hasGender,Female
27865,15726791,isAge,45
27866,15726791,inCountry,Spain
27867,15726791,hasBalance,157929.45
27868,15726791,hasNumberOfProducts,1
27869,15726791,hasCreditCard,True
27870,15726791,IsActiveMember,True
27871,15726791,hasChurned,True
27872,15726791,TenureOf,2
27873,15726791,hasEstimatedSalaryOf,145134.49
27874,15710366,hasCreditScoreOf,569
27875,15710366,hasGender,Female
27876,15710366,isAge,42
27877,15710366,inCountry,Spain
27878,15710366,hasBalance,0.0
27879,15710366,hasNumberOfProducts,1
27880,15710366,hasCreditCard,True
27881,15710366,IsActiveMember,True
27882,15710366,hasChurned,True
27883,15710366,TenureOf,1
27884,15710366,hasEstimatedSalaryOf,83629.6
27885,15791053,hasCreditScoreOf,709
27886,15791053,hasGender,Male
27887,15791053,isAge,45
27888,15791053,inCountry,Germany
27889,15791053,hasBalance,122917.71
27890,15791053,hasNumberOfProducts,1
27891,15791053,hasCreditCard,True
27892,15791053,IsActiveMember,True
27893,15791053,hasChurned,True
27894,15791053,TenureOf,4
27895,15791053,hasEstimatedSalaryOf,11.58
27896,15682600,hasCreditScoreOf,620
27897,15682600,hasGender,Male
27898,15682600,isAge,39
27899,15682600,inCountry,Germany
27900,15682600,hasBalance,159492.79
27901,15682600,hasNumberOfProducts,1
27902,15682600,hasCreditCard,True
27903,15682600,IsActiveMember,False
27904,15682600,hasChurned,True
27905,15682600,TenureOf,9
27906,15682600,hasEstimatedSalaryOf,80582.34
27907,15708212,hasCreditScoreOf,648
27908,15708212,hasGender,Female
27909,15708212,isAge,54
27910,15708212,inCountry,Spain
27911,15708212,hasBalance,118241.02
27912,15708212,hasNumberOfProducts,1
27913,15708212,hasCreditCard,True
27914,15708212,IsActiveMember,False
27915,15708212,hasChurned,True
27916,15708212,TenureOf,7
27917,15708212,hasEstimatedSalaryOf,172586.89
27918,15578297,hasCreditScoreOf,737
27919,15578297,hasGender,Female
27920,15578297,isAge,43
27921,15578297,inCountry,Germany
27922,15578297,hasBalance,125537.38
27923,15578297,hasNumberOfProducts,1
27924,15578297,hasCreditCard,True
27925,15578297,IsActiveMember,False
27926,15578297,hasChurned,True
27927,15578297,TenureOf,1
27928,15578297,hasEstimatedSalaryOf,138510.01
27929,15774151,hasCreditScoreOf,614
27930,15774151,hasGender,Female
27931,15774151,isAge,41
27932,15774151,inCountry,Spain
27933,15774151,hasBalance,179915.85
27934,15774151,hasNumberOfProducts,1
27935,15774151,hasCreditCard,False
27936,15774151,IsActiveMember,False
27937,15774151,hasChurned,True
27938,15774151,TenureOf,7
27939,15774151,hasEstimatedSalaryOf,14666.35
27940,15778395,hasCreditScoreOf,762
27941,15778395,hasGender,Male
27942,15778395,isAge,34
27943,15778395,inCountry,Germany
27944,15778395,hasBalance,88815.56
27945,15778395,hasNumberOfProducts,2
27946,15778395,hasCreditCard,True
27947,15778395,IsActiveMember,False
27948,15778395,hasChurned,True
27949,15778395,TenureOf,4
27950,15778395,hasEstimatedSalaryOf,68562.26
27951,15657342,hasCreditScoreOf,850
27952,15657342,hasGender,Male
27953,15657342,isAge,28
27954,15657342,inCountry,Germany
27955,15657342,hasBalance,147972.19
27956,15657342,hasNumberOfProducts,1
27957,15657342,hasCreditCard,True
27958,15657342,IsActiveMember,False
27959,15657342,hasChurned,True
27960,15657342,TenureOf,4
27961,15657342,hasEstimatedSalaryOf,60708.72
27962,15672374,hasCreditScoreOf,672
27963,15672374,hasGender,Male
27964,15672374,isAge,52
27965,15672374,inCountry,France
27966,15672374,hasBalance,170008.84
27967,15672374,hasNumberOfProducts,1
27968,15672374,hasCreditCard,False
27969,15672374,IsActiveMember,False
27970,15672374,hasChurned,True
27971,15672374,TenureOf,8
27972,15672374,hasEstimatedSalaryOf,56407.42
27973,15809286,hasCreditScoreOf,631
27974,15809286,hasGender,Male
27975,15809286,isAge,37
27976,15809286,inCountry,Germany
27977,15809286,hasBalance,138292.64
27978,15809286,hasNumberOfProducts,2
27979,15809286,hasCreditCard,False
27980,15809286,IsActiveMember,False
27981,15809286,hasChurned,True
27982,15809286,TenureOf,8
27983,15809286,hasEstimatedSalaryOf,152422.91
27984,15579130,hasCreditScoreOf,708
27985,15579130,hasGender,Female
27986,15579130,isAge,43
27987,15579130,inCountry,Germany
27988,15579130,hasBalance,118994.84
27989,15579130,hasNumberOfProducts,1
27990,15579130,hasCreditCard,True
27991,15579130,IsActiveMember,False
27992,15579130,hasChurned,True
27993,15579130,TenureOf,0
27994,15579130,hasEstimatedSalaryOf,181499.77
27995,15806027,hasCreditScoreOf,556
27996,15806027,hasGender,Female
27997,15806027,isAge,52
27998,15806027,inCountry,France
27999,15806027,hasBalance,0.0
28000,15806027,hasNumberOfProducts,1
28001,15806027,hasCreditCard,True
28002,15806027,IsActiveMember,False
28003,15806027,hasChurned,True
28004,15806027,TenureOf,9
28005,15806027,hasEstimatedSalaryOf,175149.2
28006,15603914,hasCreditScoreOf,614
28007,15603914,hasGender,Male
28008,15603914,isAge,40
28009,15603914,inCountry,France
28010,15603914,hasBalance,0.0
28011,15603914,hasNumberOfProducts,1
28012,15603914,hasCreditCard,True
28013,15603914,IsActiveMember,True
28014,15603914,hasChurned,True
28015,15603914,TenureOf,6
28016,15603914,hasEstimatedSalaryOf,20339.79
28017,15661821,hasCreditScoreOf,798
28018,15661821,hasGender,Female
28019,15661821,isAge,49
28020,15661821,inCountry,Germany
28021,15661821,hasBalance,132571.67
28022,15661821,hasNumberOfProducts,1
28023,15661821,hasCreditCard,True
28024,15661821,IsActiveMember,True
28025,15661821,hasChurned,True
28026,15661821,TenureOf,5
28027,15661821,hasEstimatedSalaryOf,31686.33
28028,15689351,hasCreditScoreOf,742
28029,15689351,hasGender,Female
28030,15689351,isAge,41
28031,15689351,inCountry,Germany
28032,15689351,hasBalance,92805.72
28033,15689351,hasNumberOfProducts,1
28034,15689351,hasCreditCard,False
28035,15689351,IsActiveMember,True
28036,15689351,hasChurned,True
28037,15689351,TenureOf,4
28038,15689351,hasEstimatedSalaryOf,73743.95
28039,15782247,hasCreditScoreOf,540
28040,15782247,hasGender,Male
28041,15782247,isAge,22
28042,15782247,inCountry,France
28043,15782247,hasBalance,0.0
28044,15782247,hasNumberOfProducts,3
28045,15782247,hasCreditCard,True
28046,15782247,IsActiveMember,True
28047,15782247,hasChurned,True
28048,15782247,TenureOf,4
28049,15782247,hasEstimatedSalaryOf,186233.26
28050,15769064,hasCreditScoreOf,537
28051,15769064,hasGender,Male
28052,15769064,isAge,39
28053,15769064,inCountry,Germany
28054,15769064,hasBalance,135309.36
28055,15769064,hasNumberOfProducts,1
28056,15769064,hasCreditCard,True
28057,15769064,IsActiveMember,False
28058,15769064,hasChurned,True
28059,15769064,TenureOf,3
28060,15769064,hasEstimatedSalaryOf,31728.86
28061,15613189,hasCreditScoreOf,774
28062,15613189,hasGender,Female
28063,15613189,isAge,52
28064,15613189,inCountry,France
28065,15613189,hasBalance,56580.93
28066,15613189,hasNumberOfProducts,1
28067,15613189,hasCreditCard,True
28068,15613189,IsActiveMember,False
28069,15613189,hasChurned,True
28070,15613189,TenureOf,2
28071,15613189,hasEstimatedSalaryOf,113266.28
28072,15792525,hasCreditScoreOf,628
28073,15792525,hasGender,Female
28074,15792525,isAge,61
28075,15792525,inCountry,Germany
28076,15792525,hasBalance,97361.66
28077,15792525,hasNumberOfProducts,1
28078,15792525,hasCreditCard,True
28079,15792525,IsActiveMember,True
28080,15792525,hasChurned,True
28081,15792525,TenureOf,1
28082,15792525,hasEstimatedSalaryOf,149922.38
28083,15586976,hasCreditScoreOf,566
28084,15586976,hasGender,Female
28085,15586976,isAge,42
28086,15586976,inCountry,France
28087,15586976,hasBalance,0.0
28088,15586976,hasNumberOfProducts,1
28089,15586976,hasCreditCard,True
28090,15586976,IsActiveMember,False
28091,15586976,hasChurned,True
28092,15586976,TenureOf,6
28093,15586976,hasEstimatedSalaryOf,180702.12
28094,15567980,hasCreditScoreOf,537
28095,15567980,hasGender,Female
28096,15567980,isAge,46
28097,15567980,inCountry,Germany
28098,15567980,hasBalance,100727.5
28099,15567980,hasNumberOfProducts,1
28100,15567980,hasCreditCard,False
28101,15567980,IsActiveMember,True
28102,15567980,hasChurned,True
28103,15567980,TenureOf,5
28104,15567980,hasEstimatedSalaryOf,140857.76
28105,15636089,hasCreditScoreOf,678
28106,15636089,hasGender,Female
28107,15636089,isAge,51
28108,15636089,inCountry,Germany
28109,15636089,hasBalance,145751.03
28110,15636089,hasNumberOfProducts,1
28111,15636089,hasCreditCard,False
28112,15636089,IsActiveMember,False
28113,15636089,hasChurned,True
28114,15636089,TenureOf,1
28115,15636089,hasEstimatedSalaryOf,109718.44
28116,15727490,hasCreditScoreOf,661
28117,15727490,hasGender,Male
28118,15727490,isAge,47
28119,15727490,inCountry,France
28120,15727490,hasBalance,0.0
28121,15727490,hasNumberOfProducts,1
28122,15727490,hasCreditCard,False
28123,15727490,IsActiveMember,True
28124,15727490,hasChurned,True
28125,15727490,TenureOf,5
28126,15727490,hasEstimatedSalaryOf,107243.31
28127,15756920,hasCreditScoreOf,576
28128,15756920,hasGender,Male
28129,15756920,isAge,63
28130,15756920,inCountry,France
28131,15756920,hasBalance,70655.48
28132,15756920,hasNumberOfProducts,1
28133,15756920,hasCreditCard,False
28134,15756920,IsActiveMember,False
28135,15756920,hasChurned,True
28136,15756920,TenureOf,9
28137,15756920,hasEstimatedSalaryOf,78955.8
28138,15726403,hasCreditScoreOf,660
28139,15726403,hasGender,Male
28140,15726403,isAge,41
28141,15726403,inCountry,Germany
28142,15726403,hasBalance,129901.21
28143,15726403,hasNumberOfProducts,1
28144,15726403,hasCreditCard,True
28145,15726403,IsActiveMember,False
28146,15726403,hasChurned,True
28147,15726403,TenureOf,1
28148,15726403,hasEstimatedSalaryOf,26025.6
28149,15704442,hasCreditScoreOf,672
28150,15704442,hasGender,Female
28151,15704442,isAge,53
28152,15704442,inCountry,France
28153,15704442,hasBalance,169406.33
28154,15704442,hasNumberOfProducts,4
28155,15704442,hasCreditCard,True
28156,15704442,IsActiveMember,True
28157,15704442,hasChurned,True
28158,15704442,TenureOf,9
28159,15704442,hasEstimatedSalaryOf,147311.47
28160,15630617,hasCreditScoreOf,727
28161,15630617,hasGender,Male
28162,15630617,isAge,36
28163,15630617,inCountry,Germany
28164,15630617,hasBalance,140418.81
28165,15630617,hasNumberOfProducts,1
28166,15630617,hasCreditCard,True
28167,15630617,IsActiveMember,True
28168,15630617,hasChurned,True
28169,15630617,TenureOf,6
28170,15630617,hasEstimatedSalaryOf,113033.73
28171,15679249,hasCreditScoreOf,351
28172,15679249,hasGender,Female
28173,15679249,isAge,57
28174,15679249,inCountry,Germany
28175,15679249,hasBalance,163146.46
28176,15679249,hasNumberOfProducts,1
28177,15679249,hasCreditCard,True
28178,15679249,IsActiveMember,False
28179,15679249,hasChurned,True
28180,15679249,TenureOf,4
28181,15679249,hasEstimatedSalaryOf,169621.69
28182,15693199,hasCreditScoreOf,739
28183,15693199,hasGender,Female
28184,15693199,isAge,37
28185,15693199,inCountry,France
28186,15693199,hasBalance,0.0
28187,15693199,hasNumberOfProducts,2
28188,15693199,hasCreditCard,True
28189,15693199,IsActiveMember,False
28190,15693199,hasChurned,True
28191,15693199,TenureOf,8
28192,15693199,hasEstimatedSalaryOf,191557.1
28193,15760294,hasCreditScoreOf,512
28194,15760294,hasGender,Female
28195,15760294,isAge,41
28196,15760294,inCountry,France
28197,15760294,hasBalance,145150.28
28198,15760294,hasNumberOfProducts,1
28199,15760294,hasCreditCard,True
28200,15760294,IsActiveMember,False
28201,15760294,hasChurned,True
28202,15760294,TenureOf,8
28203,15760294,hasEstimatedSalaryOf,64869.32
28204,15778155,hasCreditScoreOf,520
28205,15778155,hasGender,Female
28206,15778155,isAge,31
28207,15778155,inCountry,Germany
28208,15778155,hasBalance,108914.17
28209,15778155,hasNumberOfProducts,1
28210,15778155,hasCreditCard,True
28211,15778155,IsActiveMember,True
28212,15778155,hasChurned,True
28213,15778155,TenureOf,3
28214,15778155,hasEstimatedSalaryOf,183572.39
28215,15666548,hasCreditScoreOf,466
28216,15666548,hasGender,Female
28217,15666548,isAge,56
28218,15666548,inCountry,Germany
28219,15666548,hasBalance,111920.13
28220,15666548,hasNumberOfProducts,3
28221,15666548,hasCreditCard,True
28222,15666548,IsActiveMember,False
28223,15666548,hasChurned,True
28224,15666548,TenureOf,2
28225,15666548,hasEstimatedSalaryOf,197634.11
28226,15634974,hasCreditScoreOf,614
28227,15634974,hasGender,Female
28228,15634974,isAge,37
28229,15634974,inCountry,France
28230,15634974,hasBalance,75150.34
28231,15634974,hasNumberOfProducts,4
28232,15634974,hasCreditCard,False
28233,15634974,IsActiveMember,True
28234,15634974,hasChurned,True
28235,15634974,TenureOf,8
28236,15634974,hasEstimatedSalaryOf,131766.67
28237,15689341,hasCreditScoreOf,655
28238,15689341,hasGender,Female
28239,15689341,isAge,50
28240,15689341,inCountry,France
28241,15689341,hasBalance,0.0
28242,15689341,hasNumberOfProducts,4
28243,15689341,hasCreditCard,True
28244,15689341,IsActiveMember,False
28245,15689341,hasChurned,True
28246,15689341,TenureOf,10
28247,15689341,hasEstimatedSalaryOf,179267.94
28248,15744327,hasCreditScoreOf,564
28249,15744327,hasGender,Male
28250,15744327,isAge,40
28251,15744327,inCountry,France
28252,15744327,hasBalance,0.0
28253,15744327,hasNumberOfProducts,1
28254,15744327,hasCreditCard,True
28255,15744327,IsActiveMember,False
28256,15744327,hasChurned,True
28257,15744327,TenureOf,4
28258,15744327,hasEstimatedSalaryOf,85455.62
28259,15759436,hasCreditScoreOf,758
28260,15759436,hasGender,Female
28261,15759436,isAge,50
28262,15759436,inCountry,France
28263,15759436,hasBalance,95813.76
28264,15759436,hasNumberOfProducts,3
28265,15759436,hasCreditCard,True
28266,15759436,IsActiveMember,True
28267,15759436,hasChurned,True
28268,15759436,TenureOf,2
28269,15759436,hasEstimatedSalaryOf,67944.09
28270,15751561,hasCreditScoreOf,498
28271,15751561,hasGender,Male
28272,15751561,isAge,61
28273,15751561,inCountry,Germany
28274,15751561,hasBalance,102453.26
28275,15751561,hasNumberOfProducts,1
28276,15751561,hasCreditCard,True
28277,15751561,IsActiveMember,False
28278,15751561,hasChurned,True
28279,15751561,TenureOf,7
28280,15751561,hasEstimatedSalaryOf,187247.56
28281,15726490,hasCreditScoreOf,782
28282,15726490,hasGender,Male
28283,15726490,isAge,52
28284,15726490,inCountry,Spain
28285,15726490,hasBalance,0.0
28286,15726490,hasNumberOfProducts,1
28287,15726490,hasCreditCard,True
28288,15726490,IsActiveMember,True
28289,15726490,hasChurned,True
28290,15726490,TenureOf,4
28291,15726490,hasEstimatedSalaryOf,52759.82
28292,15598086,hasCreditScoreOf,624
28293,15598086,hasGender,Female
28294,15598086,isAge,45
28295,15598086,inCountry,France
28296,15598086,hasBalance,68639.57
28297,15598086,hasNumberOfProducts,1
28298,15598086,hasCreditCard,True
28299,15598086,IsActiveMember,False
28300,15598086,hasChurned,True
28301,15598086,TenureOf,3
28302,15598086,hasEstimatedSalaryOf,168002.31
28303,15578809,hasCreditScoreOf,651
28304,15578809,hasGender,Male
28305,15578809,isAge,40
28306,15578809,inCountry,Germany
28307,15578809,hasBalance,134760.21
28308,15578809,hasNumberOfProducts,2
28309,15578809,hasCreditCard,False
28310,15578809,IsActiveMember,False
28311,15578809,hasChurned,True
28312,15578809,TenureOf,1
28313,15578809,hasEstimatedSalaryOf,174434.06
28314,15752026,hasCreditScoreOf,691
28315,15752026,hasGender,Male
28316,15752026,isAge,58
28317,15752026,inCountry,France
28318,15752026,hasBalance,0.0
28319,15752026,hasNumberOfProducts,1
28320,15752026,hasCreditCard,False
28321,15752026,IsActiveMember,True
28322,15752026,hasChurned,True
28323,15752026,TenureOf,3
28324,15752026,hasEstimatedSalaryOf,194930.3
28325,15569571,hasCreditScoreOf,584
28326,15569571,hasGender,Female
28327,15569571,isAge,46
28328,15569571,inCountry,Germany
28329,15569571,hasBalance,87361.02
28330,15569571,hasNumberOfProducts,2
28331,15569571,hasCreditCard,True
28332,15569571,IsActiveMember,False
28333,15569571,hasChurned,True
28334,15569571,TenureOf,6
28335,15569571,hasEstimatedSalaryOf,120376.87
28336,15769703,hasCreditScoreOf,550
28337,15769703,hasGender,Female
28338,15769703,isAge,45
28339,15769703,inCountry,Germany
28340,15769703,hasBalance,111257.59
28341,15769703,hasNumberOfProducts,1
